id,image data,nlp data,num_data,revenue
3877,6641555,25112188,259030240,10000000
3878,20507056,30007068,331233280,10000000
3879,14524590,4575434,7618571.5,10000000
3880,2392148.2,591558.1,56956.45,10000000
3881,2555751.2,8789035,3253836.2,10000000
3882,5545415.5,5064973,1568980.1,10000000
3883,4944917.5,19023430,204104660,10000000
3884,17774372,7470229.5,940136.1,10000000
3885,10767382,17546262,18510986,10000000
3886,9050951,6926444,8493281,10000000
3887,13821909,1231532.1,3998429,10000000
3888,9771583,13428567,28952528,10000000
3889,11583861,20103574,178337300,10000000
3890,18047932,12217793,8526318,10000000
3891,7834596,4783737,2395857,10000000
3892,11153537,19157276,297209860,10000000
3893,12322306,15410749,128656290,10000000
3894,6152093,8014978,10618750,10000000
3895,7755287.5,9644254,25868526,10000000
3896,17405342,14601710,17930968,10000000
3897,15264104,11291955,7025414,10000000
3898,17215748,29638298,478279260,10000000
3899,17187828,18194464,169958370,10000000
3900,12898990,3192679.8,2313596.5,10000000
3901,8238123,5602076.5,640506.4,10000000
3902,7703558,6794323,14161894,10000000
3903,578718.2,10515968,4067938.5,10000000
3904,9758517,5570330,4721989,10000000
3905,26202556,15890134,79319210,10000000
3906,5017286.5,8223051,9490120,10000000
3907,4977836.5,11943280,6713956.5,10000000
3908,2300926.5,611120.06,670977.4,10000000
3909,7658076.5,16022814,6092940,10000000
3910,1533336.8,1313671.6,473392.5,10000000
3911,9644302,11295362,3252379.8,10000000
3912,11344362,16964262,86751490,10000000
3913,14962751,8854017,11736750,10000000
3914,8253384,21619362,284684670,10000000
3915,1286818.1,1519670.1,265183.2,10000000
3916,9775707,4122976.2,6736474.5,10000000
3917,14639719,10339055,7199560.5,10000000
3918,6131435.5,13472090,213614450,10000000
3919,10501144,12526262,18264212,10000000
3920,15342424,3389670.2,702101.1,10000000
3921,11098338,9611482,8662377,10000000
3922,8842420,16829868,35980880,10000000
3923,11532507,20581566,38631420,10000000
3924,18041622,15185976,225353010,10000000
3925,7570964,497951.84,4487867.5,10000000
3926,10962359,12022742,124429920,10000000
3927,6992810,9111124,134671710,10000000
3928,28837280,17117092,40406444,10000000
3929,9993412,10843237,3802095.2,10000000
3930,13142705,910749.5,1858977.9,10000000
3931,15773726,11941190,3354214.2,10000000
3932,11251292,611495.3,5967198,10000000
3933,15785125,21558196,64125436,10000000
3934,3843839,8743413,349312.47,10000000
3935,15994735,7932501,1565805.9,10000000
3936,11273895,14541498,156643200,10000000
3937,15455730,15955063,12882443,10000000
3938,17360778,12257560,31914140,10000000
3939,9133863,7872166,3924306,10000000
3940,15396593,11089221,23037664,10000000
3941,15849155,17184408,211889040,10000000
3942,22020338,24027702,521565950,10000000
3943,16616515,10448369,1963483.6,10000000
3944,21474210,19731536,44087384,10000000
3945,10886031,4530837.5,1247904.5,10000000
3946,6458836,25144078,40255524,10000000
3947,3591155.5,8355742.5,21380606,10000000
3948,2815491.2,6566808,5580252,10000000
3949,15468250,2205766.8,1331251.8,10000000
3950,4677890,11382809,3223485,10000000
3951,18704260,22968236,27500434,10000000
3952,12714218,19191592,89849000,10000000
3953,9555453,15230645,404289380,10000000
3954,15024430,10616220,9640615,10000000
3955,17003458,9305429,41912252,10000000
3956,11894972,6338960,1632831.5,10000000
3957,6631889,6340688.5,1270708.9,10000000
3958,2515268,9527989,2401863,10000000
3959,6590634.5,10172494,1144156.8,10000000
3960,5272023.5,15758379,19439306,10000000
3961,11162818,5737669.5,1463700.1,10000000
3962,1094998.6,7423677.5,19746768,10000000
3963,14828520,25937580,443813660,10000000
3964,21343212,18979884,91680100,10000000
3965,10462763,9580743,6188153,10000000
3966,16432660,29957924,250334540,10000000
3967,11913763,16781948,28564318,10000000
3968,13617216,10871682,757091.3,10000000
3969,22297352,9522487,12268652,10000000
3970,15535160,11634152,4749502.5,10000000
3971,12078333,9190284,14286140,10000000
3972,14592023,24544326,41928228,10000000
3973,9838713,10019177,3893287,10000000
3974,10459076,19158858,109316850,10000000
3975,10871378,12625931,74366380,10000000
3976,25422610,16509964,88313580,10000000
3977,22325574,24572240,182458180,10000000
3978,5916918,11130756,1973911.1,10000000
3979,2957644,698122.25,944645.7,10000000
3980,7252313.5,9179303,2677978.2,10000000
3981,4141692.5,12534577,9860344,10000000
3982,11730379,10315517,19825836,10000000
3983,13471192,16341519,126592530,10000000
3984,13305261,1456975,6455711,10000000
3985,16879386,19401774,573233150,10000000
3986,17097106,24113936,22779730,10000000
3987,8536174,8407135,4421087,10000000
3988,7543085,10642152,5428177.5,10000000
3989,3619663.2,7646894,14983405,10000000
3990,1022530.7,6863127,4565231,10000000
3991,20735606,9537453,5028005.5,10000000
3992,11339449,22925584,5185600,10000000
3993,9538556,12621546,18062728,10000000
3994,9897571,11772376,25160222,10000000
3995,8882812,9893760,70012410,10000000
3996,14498872,10281153,3491131,10000000
3997,4654011.5,22049640,95065820,10000000
3998,16545316,17444980,2792584.5,10000000
3999,7954027,11120111,37248516,10000000
4000,12743325,2156433.2,7170071.5,10000000
4001,17403508,16528203,131866120,10000000
4002,12572415,1587.9512,224412.92,10000000
4003,12297885,12623033,43064470,10000000
4004,1108911.6,1965374.6,20850.043,10000000
4005,1551792.1,14115239,33795396,10000000
4006,762606.56,3015797.8,1127932.2,10000000
4007,1417275,4985444.5,2638766.8,10000000
4008,3358509,1616425.9,14290659,10000000
4009,10203195,2084924.4,135950.4,10000000
4010,10000033,2914914.8,14636528,10000000
4011,6477933,16041851,133171710,10000000
4012,16863866,10707636,86762760,10000000
4013,7021486,2055965.4,239591.38,10000000
4014,14369022,8574012,27906134,10000000
4015,13128478,10025295,16462911,10000000
4016,9283145,3126471.8,7787148.5,10000000
4017,16681733,16929314,50743636,10000000
4018,10830722,18149132,257915180,10000000
4019,6110705.5,3044627.8,2394284,10000000
4020,24268428,15381796,59323336,10000000
4021,12839056,12149923,4280766.5,10000000
4022,15496007,18962614,222912500,10000000
4023,19094192,16983956,26152352,10000000
4024,4770346.5,6815629,1937002.1,10000000
4025,11687475,7721366.5,98392340,10000000
4026,9584943,11034698,30850608,10000000
4027,17335756,6892823.5,1344773.5,10000000
4028,481413.22,5013769.5,220387.6,10000000
4029,3510664.8,14676173,8708223,10000000
4030,14188993,17223306,97982970,10000000
4031,6195054,6722899.5,1579354.1,10000000
4032,11532673,2716419.2,882979.25,10000000
4033,22283870,10486502,1587408.1,10000000
4034,12978256,13383878,37540860,10000000
4035,5207335,13293884,1423440.5,10000000
4036,5894217.5,8579725,9693947,10000000
4037,15170193,9871205,2516671.2,10000000
4038,16161489,18197572,8453218,10000000
4039,7532940.5,2822366.8,2791501.8,10000000
4040,4472818,5025949.5,617533.06,10000000
4041,2441632.8,8321469.5,23134978,10000000
4042,4691528,5398377.5,2449896.8,10000000
4043,11340356,19314268,56217164,10000000
4044,6694179,9743038,121717200,10000000
4045,1170177.8,5992329.5,10341171,10000000
4046,16622080,23712866,465623200,10000000
4047,22750986,9378827,3856189.5,10000000
4048,2074768.4,6825281,210185.31,10000000
4049,13559653,16816564,348791.88,10000000
4050,13184637,21085326,363337900,10000000
4051,11470166,15210217,5809057,10000000
4052,2077801.5,9621786,5035608,10000000
4053,17073478,6477782,257743.36,10000000
4054,9083729,4112360.8,1339439,10000000
4055,5608185.5,8212048,3187294.5,10000000
4056,2268122.2,86177.17,22726.799,10000000
4057,18141948,9789687,18933460,10000000
4058,10607675,984129.6,1996393,10000000
4059,17301346,14304464,3165395.2,10000000
4060,12585730,24672306,214764260,10000000
4061,13269437,15118722,14433935,10000000
4062,12771994,7581554,22166606,10000000
4063,14401725,30451494,405305950,10000000
4064,11562369,9201835,95967540,10000000
4065,10584905,9527839,2253952.5,10000000
4066,7268843,11166186,25152486,10000000
4067,4175357.8,11313291,3292239.5,10000000
4068,4773109,14566855,13256119,10000000
4069,7149807.5,3139133.8,18893856,10000000
4070,19180848,13147830,12180798,10000000
4071,12279342,5858496.5,5483401,10000000
4072,20235406,22797324,122232520,10000000
4073,1606544.9,488733.2,263592.53,10000000
4074,18659118,3576218.2,11316548,10000000
4075,6275550,12320820,35018800,10000000
4076,15996610,15724365,209910880,10000000
4077,14664177,7755340,2133170,10000000
4078,1226777.6,12820853,43805724,10000000
4079,11313082,20971342,5666384,10000000
4080,3041658.2,13047794,550714.44,10000000
4081,18415662,19816016,151999650,10000000
4082,7036833.5,11641466,49539388,10000000
4083,818635,10186552,244945.5,10000000
4084,10441642,7144027.5,34298220,10000000
4085,13941134,10034615,171659860,10000000
4086,17673686,7783301.5,8383088,10000000
4087,16538808,10496502,32251870,10000000
4088,12611128,14465550,1895070.4,10000000
4089,9986697,10241469,482493.44,10000000
4090,22672062,9411101,27444808,10000000
4091,8294379,19829616,23130346,10000000
4092,12148446,5937527,10707407,10000000
4093,6492688,12210516,5969778.5,10000000
4094,24883326,9322010,403441540,10000000
4095,13987810,8167384,6274770,10000000
4096,14788300,11573323,46239170,10000000
4097,5547389.5,10460522,5317020.5,10000000
4098,13663804,7231870,1770415.1,10000000
4099,12147758,11627819,88861840,10000000
4100,10442701,3435049.8,21048442,10000000
4101,16927562,2674051.2,585504.9,10000000
4102,11818200,15437987,36737060,10000000
4103,1092908,5094980.5,4555102,10000000
4104,2022393.4,3707879,1048301.06,10000000
4105,1652717.9,450559.47,871921.3,10000000
4106,8931672,6145886,2129339.5,10000000
4107,12051935,15717190,14232762,10000000
4108,7315049.5,7446546,791780.25,10000000
4109,11071518,15072189,14239411,10000000
4110,869894.5,11989985,2628388.8,10000000
4111,18091282,17993216,27021114,10000000
4112,10078120,6527839,2322951.2,10000000
4113,16641753,13596696,187617730,10000000
4114,1634340.4,15333268,5269276.5,10000000
4115,15449811,7664629.5,20540940,10000000
4116,1267254.4,10179170,2128011,10000000
4117,11177029,19184958,65620790,10000000
4118,16827726,13951535,21781044,10000000
4119,4619821,7653979,1207766,10000000
4120,12472923,9225354,1235692.1,10000000
4121,9035256,18659554,136221680,10000000
4122,7001800,19196338,7592702,10000000
4123,8011006.5,16905468,30592656,10000000
4124,13693749,9669778,4753999.5,10000000
4125,19495722,15204547,6683513,10000000
4126,13308210,10963382,2664478.2,10000000
4127,13046116,21832982,10751499,10000000
4128,24546360,16272730,1563727.1,10000000
4129,8638228,1388209.6,875084.56,10000000
4130,2565776.2,17220222,129307960,10000000
4131,7315658.5,17608202,66080336,10000000
4132,13949289,10950626,16471495,10000000
4133,19347358,14569192,5258424.5,10000000
4134,21157440,4063926.5,12979641,10000000
4135,23699996,20494372,272071040,10000000
4136,4676504.5,11508879,6424428.5,10000000
4137,12631575,10751490,31230404,10000000
4138,11173408,8653270,9944498,10000000
4139,15200580,7057717,870206.56,10000000
4140,16280788,7613860,5994592,10000000
4141,9730747,13929846,35220812,10000000
4142,16509322,19507334,26675036,10000000
4143,8131971,1854760.4,1457388.8,10000000
4144,6609646.5,6553392,21591742,10000000
4145,1485081.8,2878412.2,382920.66,10000000
4146,13293940,5962085,3309611.5,10000000
4147,5177222,20796916,5142646,10000000
4148,17341438,2581243.2,4246416,10000000
4149,4396872.5,7107428,2728012.5,10000000
4150,8327277,4846936.5,4075238,10000000
4151,18313264,18257686,9443234,10000000
4152,12309675,16757729,100971710,10000000
4153,857432.5,7657953,5532111.5,10000000
4154,724224.25,3002325.2,3254545.2,10000000
4155,12341674,5594474,7689157,10000000
4156,11873790,10127805,355293.84,10000000
4157,24422312,10677068,5115782.5,10000000
4158,4841973.5,16645845,48276110,10000000
4159,17765640,13739674,205906670,10000000
4160,14712846,9882075,4768570,10000000
4161,21587006,7381373,7015174.5,10000000
4162,14071497,23467324,116030560,10000000
4163,13900029,6305715,3809900.2,10000000
4164,729523.25,16197436,1553493.9,10000000
4165,13373762,10807236,1693028.6,10000000
4166,15811673,11233001,13369962,10000000
4167,1139501.6,2099267.8,2583350,10000000
4168,21707546,13607736,4204281,10000000
4169,20719826,13134487,8283551,10000000
4170,1678994.2,22640712,74942750,10000000
4171,22890674,14006155,67863810,10000000
4172,4758586.5,892376.44,1515321.2,10000000
4173,10809244,11001959,6956923,10000000
4174,16365874,761984.6,6340918,10000000
4175,12697438,18209064,8586063,10000000
4176,4908227.5,1566616.4,195115.98,10000000
4177,14004838,23104308,378928740,10000000
4178,306074.16,3562598,1013095.3,10000000
4179,18285204,18303354,123739850,10000000
4180,15321927,16116522,10639174,10000000
4181,1903771.5,782263.75,1290240.4,10000000
4182,22293214,19556512,51865216,10000000
4183,4645957,13884759,2847995.8,10000000
4184,14108627,9110008,1699730.2,10000000
4185,14223052,11459936,4763710,10000000
4186,2244731,14302964,9035353,10000000
4187,18683176,13489637,8663607,10000000
4188,735524.3,3822503,306635.4,10000000
4189,646042.4,3541522,112040.6,10000000
4190,11960366,13764080,2702622.5,10000000
4191,6414473.5,3172365.2,386979.16,10000000
4192,15566192,17041640,270873060,10000000
4193,11260630,14119527,78521440,10000000
4194,22439894,20323638,2913407.8,10000000
4195,16226076,6159121.5,2917746.2,10000000
4196,4243375.5,13663134,5183055,10000000
4197,6987031.5,855432.25,1267887.9,10000000
4198,2274446.2,6252414.5,6642001,10000000
4199,12956913,16093689,84500980,10000000
4200,21724470,13132500,50234496,10000000
4201,13936721,8109467,54812588,10000000
4202,14225433,10125757,3146082.2,10000000
4203,2597718.8,12299668,36398516,10000000
4204,7211492.5,7479387.5,7199980.5,10000000
4205,15780996,15578451,14827254,10000000
4206,18104660,20386126,299291260,10000000
4207,10159299,17601342,462664500,10000000
4208,3989178.8,4810314,7340171,10000000
4209,8667584,16486783,107865280,10000000
4210,6717442.5,7607566.5,13936540,10000000
4211,18376706,17247390,383828500,10000000
4212,935027.2,381651.16,110623.32,10000000
4213,9528251,8802264,21739284,10000000
4214,11889429,1102362.1,894501.4,10000000
4215,1697202.5,5309454,1299402.5,10000000
4216,2931182,1815837.6,819722.9,10000000
4217,14247173,25860434,14197768,10000000
4218,5778828.5,9524314,4917138,10000000
4219,11385417,9562473,9316274,10000000
4220,10173988,6795763.5,682386.56,10000000
4221,4656180,7765910,621173.94,10000000
4222,20632072,17855278,44515660,10000000
4223,3818891.5,9394451,2912340.5,10000000
4224,1826958.1,8615195,4742918,10000000
4225,17180598,19894412,24226448,10000000
4226,1023197.5,18426880,5545947.5,10000000
4227,468192.1,5802866.5,174677.84,10000000
4228,10576430,6764047,103553560,10000000
4229,7966594.5,9376006,26328646,10000000
4230,1198758.1,13850920,8407964,10000000
4231,17626836,19157300,1911183.5,10000000
4232,11870788,19049490,87071790,10000000
4233,8302155,3185311,20876464,10000000
4234,1159704.8,7624057.5,3903483.2,10000000
4235,921054.44,6319411.5,870076,10000000
4236,24982464,12276819,5450408.5,10000000
4237,12333500,16201125,22723786,10000000
4238,8206791.5,6715138,69928720,10000000
4239,14423583,16234046,261610370,10000000
4240,13281247,15494637,289221150,10000000
4241,13194475,14893942,14757183,10000000
4242,783596.44,1603580,469961.6,10000000
4243,18213920,14869613,80211920,10000000
4244,12230479,12311989,1861533.4,10000000
4245,6324934.5,3368540.5,1139479.5,10000000
4246,12882390,12613706,48207584,10000000
4247,14935332,13466304,6050935,10000000
4248,13319579,13179445,31547034,10000000
4249,10136104,11343595,12295903,10000000
4250,5963494,12701046,4259426,10000000
4251,34933064,14392032,114059230,10000000
4252,6363427,10888311,50543184,10000000
4253,16191030,17699018,42410380,10000000
4254,5159179.5,3597035.8,35540290,10000000
4255,10259025,23521760,227875300,10000000
4256,4650285.5,12894994,102196420,10000000
4257,7801403,9677511,37765230,10000000
4258,1007420.8,4319920.5,517028.72,10000000
4259,27294438,25608168,177618370,10000000
4260,12693871,11635777,2771286.5,10000000
4261,13143505,5396699.5,5206800.5,10000000
4262,12436791,14800983,9430893,10000000
4263,22202510,21661964,452174080,10000000
4264,22888892,21389386,11897530,10000000
4265,15650431,17281478,6919571,10000000
4266,5961789.5,21694132,8494625,10000000
4267,2363138,3083669,4122408.8,10000000
4268,13500984,27990736,5220755,10000000
4269,17453714,28283810,265589700,10000000
4270,25308950,18212688,73794400,10000000
4271,463787.84,4294867.5,1626961,10000000
4272,14042838,20204714,24803100,10000000
4273,4937024.5,14535366,11431552,10000000
4274,19688790,6602307.5,5236119,10000000
4275,16060873,16455495,9534502,10000000
4276,12576504,20168592,51572176,10000000
4277,6315392,5777944,1834398.9,10000000
4278,12928182,3277032.8,177309180,10000000
4279,5036476,2806394.8,316854.97,10000000
4280,11821354,12486319,828537.94,10000000
4281,9680889,14567069,34548644,10000000
4282,7608301,1162434.9,115847.266,10000000
4283,5923323.5,5435211,4842783,10000000
4284,6225519.5,6815841.5,26182.717,10000000
4285,21182578,20724786,398529020,10000000
4286,1495584.6,5311951,27787794,10000000
4287,16460009,6665979.5,122023220,10000000
4288,21556814,17659094,66528250,10000000
4289,10520564,17581888,27918268,10000000
4290,9955824,3839894,2014128.6,10000000
4291,569460.06,626674.56,1328836.6,10000000
4292,21271124,12572974,2608748.2,10000000
4293,22508410,18058948,101060680,10000000
4294,7878087,22052686,119328536,10000000
4295,18233032,7352879.5,13490492,10000000
4296,19185506,16086698,36051384,10000000
4297,7204653,10079864,2588467.5,10000000
4298,5614654.5,12654678,22314680,10000000
4299,18424496,23482984,15843957,10000000
4300,17126788,5350972,3131884,10000000
4301,2521949.8,3749567,3919713.5,10000000
4302,17422730,7831358,2779960,10000000
4303,23363578,8883157,5457350,10000000
4304,748490,12983205,100636990,10000000
4305,5208647,3749228,13462884,10000000
4306,6737083.5,3343885,249557.25,10000000
4307,4240672,363639,98953.5,10000000
4308,6423393,14497429,30029232,10000000
4309,17695846,12221395,882119.2,10000000
4310,3098442.8,6273370.5,377346.9,10000000
4311,17461588,9368239,40576436,10000000
4312,5963217.5,20425534,284636640,10000000
4313,10121490,9183187,2275521.2,10000000
4314,10189733,24708936,155667840,10000000
4315,18338982,16145376,243163380,10000000
4316,3408346.5,5804794,1050135.1,10000000
4317,9236984,12598876,24141140,10000000
4318,12820309,10789753,1625056.9,10000000
4319,19716858,11456730,1474741,10000000
4320,8850428,5488462.5,34814340,10000000
4321,17268880,310890.84,6543925.5,10000000
4322,1082541.6,11239527,2109166,10000000
4323,13934865,6488108.5,6041919.5,10000000
4324,3772083,8917973,4198392.5,10000000
4325,12722993,22673804,11713346,10000000
4326,16014966,11476810,25714408,10000000
4327,11096545,12056142,4885062,10000000
4328,23886840,1284239.1,164837.12,10000000
4329,17563372,18494960,382959550,10000000
4330,9916877,7947074.5,45988610,10000000
4331,1183070.9,9541712,65414610,10000000
4332,9244037,9001669,822581.9,10000000
4333,27885414,21139628,54222730,10000000
4334,18746770,17232640,71594620,10000000
4335,9571933,13539362,18335126,10000000
4336,7446381,3604536.8,667230.06,10000000
4337,9038683,16877142,177701810,10000000
4338,4826647,6937424.5,39156224,10000000
4339,7967362.5,4968640.5,4174978.2,10000000
4340,8622784,11687499,6708042.5,10000000
4341,11218500,15251567,8531374,10000000
4342,13248238,11387066,5280069.5,10000000
4343,1526938.4,6318992.5,2029860,10000000
4344,7844671.5,11174109,2929175,10000000
4345,1056546,13397257,29966724,10000000
4346,7159880.5,11495690,68689680,10000000
4347,1821516.8,1102888.1,559086.4,10000000
4348,15483176,15637520,163715840,10000000
4349,1125776.4,15788901,13581811,10000000
4350,2086710.6,13287793,112528424,10000000
4351,3749699.5,9171124,1672516.4,10000000
4352,15457810,8372734.5,86262870,10000000
4353,18100960,5109840,5402120.5,10000000
4354,13203966,13183647,5733882,10000000
4355,27515404,11756061,2279999.8,10000000
4356,6326598,12231337,186466600,10000000
4357,21620066,3780959.5,6260822,10000000
4358,8659515,17003256,17218380,10000000
4359,4702938.5,14249030,42215796,10000000
4360,9327885,14741505,74664710,10000000
4361,4827203,7789442.5,4498796.5,10000000
4362,21161402,19415460,34032564,10000000
4363,18769682,8491719,20094358,10000000
4364,15506185,7839499.5,3545953,10000000
4365,4689890.5,9628891,11223255,10000000
4366,19504378,21433412,33318908,10000000
4367,16819116,8400279,79971000,10000000
4368,12811954,10190098,8727669,10000000
4369,8212499,11028803,78068660,10000000
4370,25844304,14444932,124000310,10000000
4371,4562326,17479114,4981516.5,10000000
4372,14183757,17410258,6193658.5,10000000
4373,9254035,13038018,5668816.5,10000000
4374,6424464.5,10566927,14360275,10000000
4375,715185.5,5773836,394935,10000000
4376,1047803.8,16738516,5113983,10000000
4377,1769767.6,9473917,31049722,10000000
4378,12838304,9366867,121769920,10000000
4379,5543645,10643926,50779530,10000000
4380,1273596.6,11103370,69621700,10000000
4381,8478561,20993404,342610620,10000000
4382,22427724,23184158,224400160,10000000
4383,12282653,14806194,43829580,10000000
4384,7225994.5,414857.7,205727.6,10000000
4385,14630814,20304850,142489890,10000000
4386,23510434,13932466,39977852,10000000
4387,21231518,14478722,13066616,10000000
4388,8526870,26191874,226432260,10000000
4389,1476403.4,8888471,1366211.4,10000000
4390,19196708,5246474.5,758396.2,10000000
4391,12494572,20570164,99263260,10000000
4392,6025905.5,23035882,29814546,10000000
4393,2100712.5,16854680,14158564,10000000
4394,10758696,9566684,8765896,10000000
4395,12318070,20556868,60974936,10000000
4396,15769324,9930827,9136584,10000000
4397,10091617,6575031,173352820,10000000
4398,15440505,6082575,1735291,10000000
4399,3508543.8,3913357.2,2543077.5,10000000
4400,12493284,14938000,27555342,10000000
4401,6688691.5,1099632.2,6224735.5,10000000
4402,8190845,5504174.5,2105368.8,10000000
4403,13748663,13864964,91103670,10000000
4404,6719091.5,5064080,9272036,10000000
4405,2409779.8,11889318,168804.33,10000000
4406,571536.94,3042922.2,243795.83,10000000
4407,5232546,4363464,3310081,10000000
4408,1080903.2,10708248,571152.75,10000000
4409,5282744.5,3951421.8,8126587.5,10000000
4410,17430594,14006052,2407419.5,10000000
4411,13263261,14909697,38906492,10000000
4412,16294851,22144932,56576924,10000000
4413,17977118,6410808.5,1597843.4,10000000
4414,9886095,4402348,3864115.2,10000000
4415,22857098,4302330.5,597658.75,10000000
4416,7875387.5,11410523,240392700,10000000
4417,7699722.5,261187.06,1198020,10000000
4418,14729231,17522770,51405040,10000000
4419,16817178,21881990,321831360,10000000
4420,16103757,13174002,4474380.5,10000000
4421,962018.9,4884432.5,4739491.5,10000000
4422,3424798.5,8160986,1085020.4,10000000
4423,2374758.5,6201324.5,625844.3,10000000
4424,6709633.5,6637416.5,46675230,10000000
4425,18438760,11572675,27590926,10000000
4426,11522914,19359280,57927424,10000000
4427,13840840,7575691.5,1857462.2,10000000
4428,637627.7,11136542,1330391.6,10000000
4429,5094743,912165.75,619192.75,10000000
4430,928291.06,1345704.4,215309.52,10000000
4431,17583390,14353335,125069510,10000000
4432,14313241,16765484,207200200,10000000
4433,34760100,16711009,428421380,10000000
4434,4855172.5,11747081,3301704.2,10000000
4435,8560420,25964744,36725604,10000000
4436,893105.3,4078809,3662896,10000000
4437,13669104,12812751,2956310.8,10000000
4438,7382261.5,9704294,5340121.5,10000000
4439,995562.9,5669476.5,627698.94,10000000
4440,8430612,9817566,46387760,10000000
4441,3042335,7065217,217898.53,10000000
4442,9282816,9219424,193182.77,10000000
4443,983106.1,6022017,3011368.8,10000000
4444,10318908,12992477,3810757.2,10000000
4445,12049820,1320956.6,611078.8,10000000
4446,15072419,11388083,119487496,10000000
4447,23037006,19714124,11803941,10000000
4448,4277681,3147045.2,1416656.5,10000000
4449,16510304,24044732,107821176,10000000
4450,21389278,18493084,443621630,10000000
4451,14489619,13148893,11696215,10000000
4452,8702147,3734024.2,2818630.8,10000000
4453,6709351.5,9172209,1160257.2,10000000
4454,7254584,6718694.5,2934554.8,10000000
4455,10680378,10044467,75805450,10000000
4456,17971074,1023206.6,3310535.5,10000000
4457,2268805.8,10342958,8206641,10000000
4458,18387166,6088492.5,21542624,10000000
4459,3602538.2,14695720,8359577.5,10000000
4460,8731903,5982554.5,46194330,10000000
4461,7234393,22406266,54240880,10000000
4462,3136363,13141398,1124639.4,10000000
4463,5855867.5,8724698,23966568,10000000
4464,7836040,9009087,10109509,10000000
4465,2571378.5,5155870.5,587378.6,10000000
4466,7474829.5,12146756,8226866.5,10000000
4467,6218119.5,781762.94,272798.1,10000000
4468,13728572,14450886,21680912,10000000
4469,10768969,6624097.5,51563460,10000000
4470,12036750,2928724.5,1708539.6,10000000
4471,16979768,8049380.5,107554270,10000000
4472,14640710,14645696,8144725.5,10000000
4473,22162372,8733208,2177649.5,10000000
4474,18015570,16570534,972046.75,10000000
4475,7654622.5,722241,54026.01,10000000
4476,2137269.2,8369894,7517811.5,10000000
4477,882417.44,6832958.5,7579502,10000000
4478,7864010,3884920.8,2768425.2,10000000
4479,6591022.5,12342496,63216148,10000000
4480,7586840.5,4928658.5,3509741.8,10000000
4481,2580089.8,4443071.5,4577350,10000000
4482,8203733.5,2196286.8,1896984.9,10000000
4483,6196159.5,922568.4,263322.84,10000000
4484,14807481,11060100,25475112,10000000
4485,17852690,25250516,17609034,10000000
4486,10120289,9793591,9026081,10000000
4487,22836472,14501851,59570296,10000000
4488,1950319.1,19359062,16885610,10000000
4489,7596844,5280596.5,1393002.6,10000000
4490,10970120,16223290,93826520,10000000
4491,4061807.5,4390399,8070066.5,10000000
4492,1788147.5,7958796,1230233.8,10000000
4493,16517848,17069758,5205653.5,10000000
4494,8738190,9468113,18088414,10000000
4495,17158818,17326686,32517136,10000000
4496,8775418,8952441,5980729.5,10000000
4497,24850150,7021523,10736898,10000000
4498,6789113.5,7016621.5,1832455.5,10000000
4499,16612672,7493718.5,82742550,10000000
4500,11394908,15546558,100898550,10000000
4501,9880667,4890836,4867343.5,10000000
4502,4443128,12323527,260955550,10000000
4503,7287052,17209820,3620351.8,10000000
4504,16047694,2032612.1,347511.3,10000000
4505,31832210,17025728,90827840,10000000
4506,17381876,8588414,2846975.5,10000000
4507,1387847.1,9208106,2588282.2,10000000
4508,8628805,12624230,5443947.5,10000000
4509,13138843,9504537,5643395.5,10000000
4510,7966403.5,22748026,130599560,10000000
4511,459500.22,4034668.8,2160456.8,10000000
4512,17156390,8010147.5,39356730,10000000
4513,12055364,9174018,3251821,10000000
4514,5189877.5,15367951,262847630,10000000
4515,215450.73,8487578,1851835.6,10000000
4516,14931559,8596793,3937722.5,10000000
4517,19105366,12271814,202970850,10000000
4518,8706886,14581038,97761000,10000000
4519,17989766,14271099,2221162.8,10000000
4520,9563423,14088409,4143030,10000000
4521,5251681,16376940,109604620,10000000
4522,19418464,7012614,57302316,10000000
4523,2761095.8,7030913.5,5860023.5,10000000
4524,13662940,4805207,3017674,10000000
4525,22446858,12609395,1604048.6,10000000
4526,20880190,6795178,12516963,10000000
4527,7906189,12010191,1262892.5,10000000
4528,11993627,5445168,1284813.4,10000000
4529,7282298,6145702,4528487.5,10000000
4530,18436698,5426914.5,4024433.2,10000000
4531,2849768,4410549,2694605.8,10000000
4532,10353186,10236630,40847060,10000000
4533,17703600,7794489.5,3377815.5,10000000
4534,14489905,13744533,103586936,10000000
4535,14270821,24031296,7322428.5,10000000
4536,10286856,14050669,5665619.5,10000000
4537,15823945,8709340,11305289,10000000
4538,431927.16,11321496,997953.1,10000000
4539,9075407,18551106,78346500,10000000
4540,4603143.5,726087.5,2239833,10000000
4541,492610.56,16609304,95244940,10000000
4542,11428996,10640043,61894890,10000000
4543,7306650,2730292,4136904,10000000
4544,779687.44,567609.7,352340.16,10000000
4545,11868326,2770987.2,206506.58,10000000
4546,5970863.5,960945.9,5774318,10000000
4547,18722886,3244029,10344970,10000000
4548,6810532.5,1877481.9,2181088.5,10000000
4549,11027066,8346078.5,15840012,10000000
4550,10454825,27288538,545717200,10000000
4551,2503192,10564543,276341150,10000000
4552,8834900,5954934.5,4174243.8,10000000
4553,18209378,21994972,261689600,10000000
4554,4132874.2,7099484.5,557770.9,10000000
4555,5561712.5,12178285,21757104,10000000
4556,955483,9953646,7218378,10000000
